,user_id,lgb
935,1155,"[907099, 1048383, 923208, 894439, 892573]"
936,1156,"[1080989, 10457180, 5592694, 1003806, 7025496]"
937,1157,"[939681, 1069506, 871563, 1052325, 855138]"
938,1158,"[938841, 1049735, 893811, 897953, 902238]"
939,1159,"[1050741, 6391080, 987838, 1080841, 856210]"
940,1160,"[837107, 6979248, 1002418, 835595, 911675]"
941,1163,"[1103513, 1096727, 1068865, 926033, 1077133]"
942,1164,"[1098892, 9803819, 13654702, 1040435, 893676]"
943,1165,"[1136654, 9419198, 845193, 1111129, 906844]"
944,1166,"[967476, 1003649, 1093603, 5566800, 12456589]"
945,1167,"[857736, 1040861, 953243, 8019977, 1063577]"
946,1168,"[983584, 1019637, 1055044, 954642, 878715]"
947,1169,"[992985, 929373, 1038663, 1004950, 1072917]"
948,1170,"[893501, 959985, 965963, 1103629, 1058930]"
949,1172,"[963686, 1102416, 9420312, 8159536, 978343]"
950,1173,"[13842214, 988822, 889533, 853172, 854900]"
951,1174,"[935968, 977481, 6904613, 961379, 1019275]"
952,1175,"[962266, 8066803, 963365, 5565453, 1081919]"
953,1177,"[961979, 1054957, 986912, 1004906, 854852]"
954,1178,"[6464165, 6534074, 1077643, 1069039, 856687]"
955,1179,"[6514030, 6514011, 1076769, 1116050, 10143784]"
956,1180,"[1104649, 12781777, 861419, 826784, 5587656]"
957,1181,"[1116635, 6391163, 9368501, 909800, 5567057]"
958,1182,"[842392, 934427, 5572738, 1044068, 1084551]"
959,1185,"[877498, 934369, 998373, 1004475, 977508]"
960,1186,"[903800, 1094924, 849205, 1026258, 989239]"
961,1187,"[1038462, 6979753, 991951, 854900, 986869]"
962,1188,"[1048727, 825176, 13007357, 1082090, 1107553]"
963,1189,"[904997, 819840, 1015296, 848071, 895268]"
964,1190,"[928263, 1116635, 947427, 1135195, 842423]"
965,1191,"[965963, 7433029, 1041259, 890695, 1003806]"
966,1192,"[920002, 1112667, 958700, 941883, 845109]"
967,1193,"[1013928, 957951, 919423, 1129609, 1011920]"
968,1194,"[1038745, 910473, 1106956, 845109, 878445]"
969,1195,"[1009449, 1049372, 1075368, 1091090, 987218]"
970,1196,"[881260, 1047076, 5573375, 1012801, 924864]"
971,1197,"[13842214, 9859111, 13842090, 1013407, 9677466]"
972,1198,"[13417846, 900586, 13417590, 915064, 1011578]"
973,1201,"[6464165, 1095068, 877662, 13190294, 839438]"
974,1202,"[9925966, 906844, 854042, 1037332, 858711]"
975,1203,"[905817, 5583751, 10285335, 904435, 13008136]"
976,1204,"[917033, 863762, 1039672, 935770, 1119399]"
977,1205,"[1009821, 1072086, 5571176, 833598, 896958]"
978,1206,"[951164, 1088910, 7409618, 825176, 842783]"
979,1207,"[1037840, 7433930, 1018397, 1079987, 925437]"
980,1208,"[9420159, 1098284, 1083111, 1139303, 1031316]"
981,1209,"[1107839, 986912, 1093571, 885592, 953539]"
982,1211,"[972143, 879504, 965292, 921277, 977927]"
983,1213,"[1135681, 985265, 926808, 1008626, 944486]"
984,1215,"[880427, 961979, 895268, 879528, 1131488]"
985,1216,"[10344585, 946995, 915605, 906917, 889649]"
986,1217,"[1065331, 1075007, 1096066, 1048472, 1137540]"
987,1218,"[1067494, 887393, 1042765, 823530, 1065979]"
988,1219,"[860469, 1077359, 934369, 983316, 992985]"
989,1221,"[870515, 889649, 896085, 1055504, 1133157]"
990,1222,"[1004950, 5570383, 901460, 1104483, 1091090]"
991,1223,"[975588, 1069103, 866292, 1005609, 6979579]"
992,1224,"[827683, 1024858, 1013999, 980644, 906646]"
993,1225,"[854373, 863762, 1095710, 961620, 883670]"
994,1226,"[6463445, 1095906, 906335, 9837092, 1108412]"
995,1227,"[1133018, 1058997, 1053690, 5568378, 840361]"
996,1228,"[8019186, 983795, 900418, 1021519, 1137680]"
997,1229,"[1037332, 7467026, 7467081, 957422, 1068750]"
998,1231,"[1110142, 961991, 1088448, 1105506, 851508]"
999,1234,"[1042702, 8090556, 888054, 1044971, 1136719]"
1000,1235,"[9338009, 1000237, 1012913, 830973, 835080]"
1001,1236,"[999971, 986869, 969419, 925178, 1037840]"
1002,1238,"[994223, 1074040, 926033, 858918, 9297151]"
1003,1239,"[948832, 1127624, 1061688, 891118, 947201]"
1004,1240,"[856345, 1044259, 865718, 10457044, 1049906]"
1005,1241,"[845193, 947798, 1089766, 1037840, 1085604]"
1006,1242,"[821083, 832678, 1082212, 837304, 853448]"
1007,1244,"[1118235, 13008321, 6979518, 9655242, 1097761]"
1008,1245,"[987838, 1039028, 936117, 969866, 1058185]"
1009,1246,"[877662, 923767, 1034134, 862822, 862070]"
1010,1247,"[921504, 1117690, 1034955, 984411, 874149]"
1011,1248,"[941183, 888054, 948665, 914753, 865511]"
1012,1250,"[1028960, 844179, 1044078, 916122, 999858]"
1013,1251,"[901067, 982790, 1031083, 881154, 1126899]"
1014,1252,"[1119946, 852303, 12263364, 9526572, 828370]"
1015,1254,"[856345, 880427, 977481, 1055425, 870515]"
1016,1255,"[947798, 834103, 1056509, 1061220, 1062782]"
1017,1256,"[7115628, 9837092, 913459, 943393, 1122115]"
1018,1258,"[1079541, 1035715, 821787, 9527174, 944809]"
1019,1259,"[6533608, 916993, 1083493, 1037332, 964004]"
1020,1260,"[949257, 867469, 913406, 9487534, 979452]"
1021,1261,"[840227, 1113651, 937555, 1056212, 1068291]"
1022,1263,"[1011298, 871722, 976214, 13381540, 1002261]"
1023,1264,"[1039126, 6979579, 896611, 1083787, 916990]"
1024,1265,"[1042544, 1046968, 1054402, 1121624, 1028885]"
1025,1266,"[8203851, 13003094, 13002864, 849843, 1139702]"
1026,1267,"[13842214, 13842090, 1036699, 1008750, 922092]"
1027,1268,"[13008334, 1110244, 915459, 904435, 955431]"
1028,1269,"[1057260, 997309, 1069039, 1031316, 1068830]"
1029,1270,"[835243, 5586918, 1059080, 975229, 988736]"
1030,1271,"[1057377, 978343, 1120362, 935126, 864279]"
1031,1272,"[974766, 868764, 986939, 905436, 9338009]"
1032,1273,"[844179, 854852, 866211, 1004906, 1044078]"
1033,1274,"[879504, 963835, 859237, 904813, 882496]"
1034,1276,"[1018050, 1009449, 965963, 904997, 997309]"
1035,1277,"[1006483, 1033814, 1090884, 828557, 1114198]"
1036,1278,"[1086061, 1043751, 9487606, 835973, 999270]"
1037,1279,"[969866, 1077267, 1038745, 907957, 1031740]"
1038,1280,"[935968, 849843, 1086061, 1111129, 1082212]"
1039,1281,"[1029624, 1110764, 901976, 957013, 856060]"
1040,1282,"[850652, 922092, 1086483, 852181, 6464180]"
1041,1284,"[8205218, 15926886, 933527, 1038745, 1129322]"
1042,1285,"[13380863, 1128240, 925364, 13008321, 1072405]"
1043,1287,"[981591, 865196, 1130375, 943169, 841584]"
1044,1288,"[6039859, 1049735, 902856, 1056212, 1008675]"
1045,1289,"[1110572, 1055155, 936508, 1064213, 910513]"
1046,1290,"[853235, 1059527, 1050699, 992985, 881154]"
1047,1291,"[5591154, 13007435, 13007846, 13007356, 1007414]"
1048,1292,"[923670, 1042544, 912914, 1020682, 1112333]"
1049,1293,"[969419, 1126922, 988572, 852998, 1135468]"
1050,1294,"[833458, 832768, 909800, 10285286, 1092730]"
1051,1295,"[1009821, 5569135, 6979415, 881154, 984680]"
1052,1296,"[914754, 7467039, 1058021, 868588, 935578]"
1053,1297,"[970160, 870515, 867138, 932179, 825494]"
1054,1298,"[15717057, 931255, 969703, 9527417, 838347]"
1055,1299,"[1016129, 1043663, 1008212, 6464165, 921863]"
1056,1300,"[9245108, 1118627, 853448, 918684, 1072693]"
1057,1302,"[1076875, 1047076, 9527327, 978354, 1072086]"
1058,1303,"[1005172, 8090539, 959272, 962199, 1131892]"
1059,1304,"[871611, 1129609, 5565840, 982833, 823576]"
1060,1305,"[1076875, 5565392, 1069538, 837644, 869322]"
1061,1306,"[1085333, 1039627, 864805, 821970, 1036699]"
1062,1307,"[13654702, 1006483, 1126786, 1005898, 1057102]"
1063,1312,"[1039781, 865907, 1045586, 978343, 1132198]"
1064,1313,"[864312, 1073506, 822407, 983936, 900358]"
1065,1314,"[1102416, 1050741, 1138423, 963365, 10456164]"
1066,1316,"[982790, 1137680, 1137010, 864335, 1034955]"
1067,1317,"[923314, 1016298, 1036139, 5568489, 1138292]"
1068,1318,"[941368, 1092906, 1113164, 849466, 983278]"
1069,1319,"[1112205, 867469, 1009631, 822646, 1095944]"
1070,1320,"[12731432, 896613, 844179, 896085, 827671]"
1071,1321,"[981591, 1107661, 869622, 9803545, 1023226]"
1072,1324,"[902659, 13910974, 1090286, 865026, 1031316]"
1073,1325,"[1057365, 890423, 1138423, 9419977, 996425]"
1074,1326,"[1031864, 822073, 1051626, 873964, 1128464]"
1075,1328,"[875089, 1131629, 926523, 1069003, 923670]"
1076,1329,"[1096548, 1060005, 1088740, 9526628, 954642]"
1077,1330,"[998270, 985265, 9526786, 7160185, 10457110]"
1078,1331,"[963686, 1102416, 906581, 1028891, 1011300]"
1079,1332,"[1112205, 954110, 912287, 927498, 1129609]"
1080,1333,"[888586, 1069003, 9338009, 900842, 13008065]"
1081,1334,"[1110042, 879755, 12330607, 1037894, 9546982]"
1082,1335,"[1027372, 1010681, 836286, 13115500, 10355891]"
1083,1336,"[982833, 938139, 1097635, 878676, 975085]"
1084,1337,"[923670, 12171407, 1086795, 892500, 1076954]"
1085,1338,"[996425, 989985, 1092026, 1138353, 1095329]"
1086,1340,"[990251, 821083, 1087755, 13654702, 1112387]"
1087,1341,"[995242, 934427, 906838, 1009368, 1077555]"
1088,1342,"[13842090, 13842088, 923670, 894439, 908283]"
1089,1345,"[982955, 1110695, 1061747, 928751, 1006555]"
1090,1346,"[5568758, 996795, 1083207, 908312, 912004]"
1091,1347,"[1107553, 984680, 853927, 820612, 900391]"
1092,1350,"[849843, 1064443, 1061220, 923208, 987571]"
1093,1351,"[1043751, 819978, 866755, 1001475, 1057749]"
1094,1352,"[1028473, 1116050, 840227, 897953, 1045826]"
1095,1353,"[1057260, 948232, 954642, 825176, 900586]"
1096,1354,"[927030, 1081533, 1126045, 867016, 980263]"
1097,1356,"[1102829, 1022859, 1134398, 1038497, 901776]"
1098,1357,"[866548, 7167865, 9420350, 983897, 976922]"
1099,1358,"[1089766, 1050741, 953609, 998373, 993639]"
1100,1360,"[885290, 1076954, 997309, 1038745, 833724]"
1101,1361,"[827656, 8119318, 997309, 9416729, 1043751]"
1102,1362,"[7169088, 7168026, 1121393, 890604, 921406]"
1103,1364,"[907957, 1119667, 1101378, 8090570, 1082269]"
1104,1366,"[1082172, 9934800, 5566800, 7409970, 6463710]"
1105,1367,"[1116635, 1076467, 938596, 970866, 1015781]"
1106,1368,"[6464074, 1078652, 993639, 1023226, 15452641]"
1107,1369,"[924014, 1027691, 1011926, 1102381, 857538]"
1108,1370,"[1068957, 1061394, 869868, 5563693, 1128464]"
1109,1372,"[858302, 1028715, 972191, 911311, 1125391]"
1110,1373,"[6034857, 1022254, 7462562, 944137, 957951]"
1111,1374,"[959900, 1093603, 943837, 1009449, 1041259]"
1112,1375,"[948495, 1125497, 921406, 954642, 1031253]"
1113,1376,"[1034176, 9836752, 824073, 1133893, 9831557]"
1114,1378,"[6552318, 9653535, 7409918, 925579, 10457177]"
1115,1379,"[862732, 839094, 8203451, 972312, 840227]"
1116,1382,"[5570383, 6533681, 901460, 9416729, 7024830]"
1117,1383,"[13190349, 15926507, 1071759, 878715, 8181477]"
1118,1384,"[1062782, 1031083, 1101174, 1138487, 1139525]"
1119,1385,"[5568197, 1112754, 890909, 953677, 945435]"
1120,1386,"[13842214, 13842090, 1110572, 15717057, 9707137]"
1121,1387,"[9270367, 960791, 854133, 9297062, 9419441]"
1122,1388,"[5570383, 1010190, 1076875, 981591, 1068865]"
1123,1389,"[960976, 935126, 1110797, 1076954, 978343]"
1124,1390,"[819112, 1017472, 882308, 13008334, 833598]"
1125,1391,"[7410320, 965772, 5580166, 895295, 916990]"
1126,1392,"[1018397, 9677202, 981374, 1131133, 917381]"
1127,1393,"[1010259, 956672, 12757544, 895268, 843171]"
1128,1394,"[1047486, 1101437, 1125601, 1131133, 873887]"
1129,1395,"[6533608, 13672065, 1139782, 906844, 1023226]"
1130,1397,"[924427, 865569, 918046, 1092937, 825670]"
1131,1398,"[1011300, 1138189, 1050741, 916993, 1044078]"
1132,1399,"[855718, 1093571, 1133191, 1004001, 907392]"
1133,1401,"[1043663, 997907, 871611, 7410168, 6039859]"
1134,1402,"[1057260, 998373, 10254379, 969419, 968936]"
1135,1403,"[13841744, 1110572, 831063, 1037840, 1076875]"
1136,1404,"[7160231, 10455568, 1066893, 878764, 908843]"
1137,1405,"[6533581, 871563, 1025326, 9934800, 1069506]"
1138,1406,"[939891, 1015508, 1065979, 1019637, 1115069]"
1139,1407,"[915459, 1112825, 1127701, 851903, 1002735]"
1140,1408,"[1113164, 15452705, 882434, 821787, 8181010]"
1141,1409,"[1116050, 998558, 942565, 889649, 820701]"
1142,1410,"[6463520, 5566800, 883940, 1096066, 9526786]"
1143,1412,"[9677202, 885290, 1097239, 8090539, 7441498]"
1144,1413,"[916122, 1044078, 854852, 844179, 824931]"
1145,1414,"[1126899, 995242, 1033707, 1133018, 921744]"
1146,1415,"[906309, 1075470, 995242, 8090537, 908531]"
1147,1417,"[873964, 835243, 1073150, 1048260, 992622]"
1148,1418,"[956672, 1023226, 1041487, 849697, 958208]"
1149,1419,"[1019637, 920844, 1048727, 873902, 10204440]"
1150,1420,"[5581401, 859426, 6979753, 1072086, 6464074]"
1151,1421,"[15926886, 942045, 1083787, 1106064, 877337]"
1152,1423,"[927080, 13008334, 878445, 1035144, 12731517]"
1153,1424,"[1082212, 1131892, 12731306, 1023226, 830156]"
1154,1425,"[845193, 1005173, 1101174, 1069897, 1067695]"
1155,1426,"[1115387, 1013868, 1127600, 1010190, 940770]"
1156,1427,"[1075032, 1005849, 996009, 9524291, 6979753]"
1157,1428,"[1006250, 1133893, 1005107, 7410347, 919126]"
1158,1429,"[9420312, 1031492, 926909, 948670, 1079528]"
1159,1430,"[9677202, 906844, 900311, 9858847, 904521]"
1160,1431,"[1110572, 1013982, 934399, 1076875, 948298]"
1161,1433,"[1121393, 1133018, 873627, 844165, 995242]"
1162,1434,"[6979128, 908283, 8205577, 1121213, 6979005]"
1163,1437,"[819304, 1132198, 945652, 1093603, 1029112]"
1164,1438,"[1018050, 1009449, 997309, 987838, 871611]"
1165,1439,"[1110572, 1039126, 982790, 1058930, 819255]"
1166,1440,"[7443013, 10198378, 901460, 879504, 1043895]"
1167,1443,"[906844, 1057168, 1054402, 926823, 7166791]"
1168,1445,"[6979415, 1009361, 1043726, 921438, 1005456]"
1169,1446,"[6979427, 983936, 9296804, 863859, 12524174]"
1170,1447,"[1093329, 6391137, 847260, 879755, 1076875]"
1171,1448,"[13841744, 1110572, 879755, 1089766, 1039126]"
1172,1450,"[1019142, 1093329, 1027102, 6396492, 996795]"
1173,1451,"[1118036, 1041688, 9934800, 936117, 853622]"
1174,1452,"[10457128, 837495, 1095669, 8068685, 945627]"
1175,1453,"[1138189, 1092588, 1011298, 827631, 931297]"
1176,1454,"[1135096, 9837092, 1045228, 6514160, 1049695]"
1177,1457,"[822115, 5590158, 1071757, 1127838, 910673]"
1178,1458,"[821787, 1050038, 7409918, 8019748, 1071446]"
1179,1459,"[857130, 822073, 948832, 12781666, 974265]"
1180,1460,"[936830, 1139638, 948468, 826239, 10182862]"
1181,1461,"[1080155, 840386, 973181, 1133654, 5568995]"
1182,1462,"[885290, 1060543, 9526906, 1065061, 997423]"
1183,1463,"[9707137, 926210, 8090560, 903529, 873964]"
1184,1465,"[948811, 1089108, 5591609, 1030362, 909138]"
1185,1466,"[982790, 1021116, 1043751, 1082212, 922636]"
1186,1467,"[1085604, 1037894, 859237, 1110572, 999971]"
1187,1470,"[1063739, 9297062, 1082990, 911974, 819112]"
1188,1471,"[1085604, 879755, 1126899, 960060, 852856]"
1189,1473,"[862876, 988914, 938118, 10344718, 1061614]"
1190,1474,"[1110126, 948119, 1049131, 13841744, 5568606]"
1191,1475,"[1057260, 1027835, 841478, 843464, 1053988]"
1192,1476,"[907099, 6772782, 918907, 1057749, 1006111]"
1193,1477,"[961979, 986912, 1001475, 9570062, 1125278]"
1194,1479,"[7154535, 977374, 932462, 6979415, 9526572]"
1195,1481,"[1017195, 1124475, 1008673, 15452705, 954994]"
1196,1483,"[864335, 1058021, 1133893, 868588, 1139142]"
1197,1484,"[968936, 1006250, 915459, 1020156, 13039088]"
1198,1485,"[13842214, 13842090, 1075368, 1052294, 1119993]"
1199,1486,"[1126899, 878715, 1076842, 893018, 860248]"
1200,1487,"[1083813, 1051283, 846830, 856382, 855138]"
1201,1488,"[1110572, 1059153, 1017201, 979674, 9881593]"
1202,1489,"[971949, 923967, 9553382, 1121384, 850645]"
1203,1490,"[9297574, 9297062, 1050038, 878222, 6979427]"
1204,1491,"[928749, 981677, 825170, 839818, 1125382]"
1205,1492,"[6904786, 977481, 1038745, 984411, 13512060]"
1206,1493,"[1085778, 1000236, 1067928, 898601, 837366]"
1207,1494,"[998558, 1094619, 1096797, 838797, 987571]"
1208,1495,"[12731544, 1038745, 831407, 12731621, 927291]"
1209,1496,"[831063, 936355, 982790, 1058930, 832678]"
1210,1498,"[862725, 13381458, 969494, 1083070, 9526906]"
1211,1499,"[14106445, 947201, 859987, 1030362, 8090539]"
1212,1500,"[906581, 1059153, 1091090, 6463710, 8181010]"
1213,1501,"[1006342, 1116741, 8019186, 939831, 822966]"
1214,1502,"[7441668, 940806, 907647, 9338009, 6904613]"
1215,1503,"[845208, 1116050, 923746, 1128812, 1096317]"
1216,1505,"[868764, 918046, 997025, 1043920, 1134379]"
1217,1506,"[959985, 14077333, 900418, 1092149, 869047]"
1218,1507,"[825218, 936355, 13841744, 5563693, 1018050]"
1219,1508,"[871722, 1048750, 891632, 831296, 1048833]"
1220,1509,"[920091, 1016800, 851343, 5588817, 1139569]"
1221,1510,"[968936, 919153, 1036699, 6772782, 865026]"
1222,1511,"[7151824, 845193, 7146026, 840227, 9881592]"
1223,1512,"[839094, 1073506, 1039589, 1139142, 1120069]"
1224,1513,"[1122547, 1118946, 892500, 1112825, 986869]"
1225,1514,"[972357, 994614, 7168383, 9524511, 965050]"
1226,1515,"[1009361, 1048208, 843659, 13213475, 920654]"
1227,1517,"[842416, 836286, 911622, 9676851, 1135822]"
1228,1518,"[907957, 853124, 5578437, 1075786, 978129]"
1229,1519,"[15717057, 1133210, 875392, 1096066, 1067443]"
1230,1520,"[5577022, 12984227, 968936, 887234, 7441303]"
1231,1521,"[9677202, 847344, 1072693, 999270, 969866]"
1232,1525,"[827683, 834103, 1013407, 839208, 1038462]"
1233,1526,"[7166723, 900586, 1109778, 5591538, 864335]"
1234,1527,"[826239, 1123496, 862335, 827024, 1138243]"
1235,1528,"[1006922, 9837807, 13842088, 1075368, 9837153]"
1236,1529,"[993466, 9546982, 1012913, 901762, 850652]"
1237,1530,"[936830, 1049372, 1019643, 1055504, 907099]"
1238,1531,"[977481, 892573, 960791, 1034955, 928092]"
1239,1532,"[1113164, 911609, 929373, 969494, 1057749]"
1240,1533,"[971474, 962229, 859676, 1133018, 951590]"
1241,1534,"[982799, 15926507, 881154, 1065303, 971983]"
1242,1535,"[822346, 9884484, 1051810, 8203851, 869047]"
1243,1536,"[865511, 899201, 901776, 897088, 1137010]"
1244,1537,"[888054, 10457128, 970725, 6464208, 1054216]"
1245,1539,"[1075368, 844165, 824193, 844179, 862349]"
1246,1540,"[8015407, 10204440, 877175, 1096622, 1106073]"
1247,1541,"[931579, 936914, 1012801, 849578, 1068865]"
1248,1542,"[821083, 942166, 827671, 1013615, 12695224]"
1249,1543,"[1037340, 1008012, 1031740, 1072693, 1088191]"
1250,1544,"[835595, 1080841, 9803433, 1069506, 852181]"
1251,1545,"[1015694, 909338, 901067, 1101502, 891028]"
1252,1546,"[1070129, 1079023, 946489, 1013999, 933492]"
1253,1547,"[893501, 9934800, 851508, 1078666, 5995705]"
1254,1548,"[1134483, 875392, 9655212, 890423, 879734]"
1255,1549,"[8203851, 977481, 6704207, 902202, 949742]"
1256,1550,"[9707137, 7410215, 827683, 928257, 975649]"
1257,1552,"[997309, 955587, 1012052, 7166865, 1127600]"
1258,1555,"[1119946, 10456404, 9526448, 827683, 1104483]"
1259,1556,"[873887, 1072483, 852235, 13842088, 903513]"
1260,1557,"[1095944, 888586, 987838, 1102829, 970160]"
1261,1558,"[839438, 1030093, 5581335, 891520, 937060]"
1262,1559,"[1026945, 828278, 5568758, 1088544, 906844]"
1263,1560,"[1121384, 1089066, 1114006, 1021519, 1130375]"
1264,1563,"[1031253, 1015781, 1075796, 12330794, 996425]"
1265,1564,"[852235, 5592734, 834303, 1038462, 1075793]"
1266,1565,"[844165, 6034857, 908531, 844179, 1075368]"
1267,1566,"[943940, 1025326, 1118623, 1039876, 833169]"
1268,1567,"[937626, 1084036, 8015407, 12731621, 912004]"
1269,1568,"[882489, 925437, 1125391, 1066251, 1085369]"
1270,1569,"[8205218, 896862, 948832, 1103629, 1038745]"
1271,1570,"[5569309, 9803433, 1112825, 1085154, 1028891]"
1272,1572,"[919596, 915459, 881260, 1088683, 833724]"
1273,1574,"[9526628, 918345, 12731543, 869900, 1045109]"
1274,1575,"[928092, 993339, 10457590, 852360, 939527]"
1275,1576,"[911812, 943088, 857902, 1076056, 6904775]"
1276,1577,"[6533608, 5570048, 1016298, 12171407, 1038443]"
1277,1578,"[1076875, 945090, 931255, 905817, 952781]"
1278,1579,"[5580166, 982493, 7467026, 871208, 927860]"
1279,1580,"[1061220, 9707137, 851508, 5568964, 1134143]"
1280,1581,"[1125391, 1129610, 986869, 1110111, 1008212]"
1281,1583,"[13842214, 1110572, 893501, 842392, 1036501]"
1282,1584,"[902856, 10456575, 1028891, 827806, 1136719]"
1283,1585,"[13842090, 10182862, 936396, 1090706, 1116253]"
1284,1586,"[948495, 1072438, 1137100, 1084036, 1118648]"
1285,1587,"[1085604, 1088191, 991575, 1052551, 872382]"
1286,1588,"[9547021, 1062117, 9526906, 1042571, 1005456]"
1287,1590,"[910207, 944836, 825118, 6533608, 1028891]"
1288,1591,"[889533, 1093603, 1055015, 1078666, 939605]"
1289,1592,"[1110764, 9884698, 6979526, 1128938, 1018083]"
1290,1593,"[5592232, 9655679, 889774, 9884698, 1076842]"
1291,1594,"[901976, 1131526, 5590695, 1067695, 1058021]"
1292,1595,"[1110042, 1112824, 1006555, 904813, 833648]"
1293,1596,"[1046816, 1042571, 1058404, 829621, 862725]"
1294,1598,"[1120362, 1072917, 1112333, 830304, 920191]"
1295,1599,"[1038745, 1038462, 842423, 935210, 901976]"
1296,1602,"[1015781, 995895, 878026, 886033, 929893]"
1297,1604,"[832678, 15926927, 968164, 1051211, 961851]"
1298,1605,"[963835, 7443348, 819304, 951590, 1059236]"
1299,1607,"[842783, 13776705, 1036501, 862732, 6533608]"
1300,1608,"[870515, 995628, 1037332, 1110142, 917381]"
1301,1609,"[955075, 892728, 6632283, 1110483, 899115]"
1302,1611,"[1037840, 906838, 884333, 910473, 891118]"
1303,1612,"[995198, 1039672, 12171414, 6463445, 7025114]"
1304,1613,"[890283, 872508, 823576, 1138772, 912137]"
1305,1614,"[1009449, 1076056, 9420312, 834117, 6773232]"
1306,1615,"[879755, 8205218, 947798, 1138189, 1044188]"
1307,1617,"[982833, 1103629, 996156, 1058930, 971949]"
1308,1618,"[955921, 1018050, 12171414, 887393, 916487]"
1309,1619,"[5563693, 932179, 841309, 1018050, 970160]"
1310,1620,"[8205218, 969419, 941883, 5587656, 953539]"
1311,1621,"[845914, 9297062, 7433888, 7166861, 7147145]"
1312,1622,"[1006342, 928123, 1031864, 1058543, 1091901]"
1313,1623,"[1101858, 6396492, 948832, 1075765, 864893]"
1314,1624,"[997309, 1051884, 819840, 954525, 1052975]"
1315,1625,"[873203, 969866, 1138189, 859075, 1138467]"
1316,1627,"[880427, 861184, 1011926, 5580166, 1038745]"
1317,1629,"[881154, 1072693, 1131384, 916122, 838186]"
1318,1630,"[1098284, 865026, 1107760, 851101, 8090653]"
1319,1631,"[1089766, 992622, 1097661, 1100658, 9245417]"
1320,1632,"[942166, 956672, 9858794, 916993, 954110]"
1321,1633,"[1093413, 13008334, 1091158, 9878513, 906646]"
1322,1634,"[6423751, 842392, 838136, 823176, 833458]"
1323,1635,"[1085604, 1126899, 1009449, 1081177, 995242]"
1324,1636,"[1110572, 879755, 1089766, 1138189, 1085604]"
1325,1637,"[827999, 1014948, 911409, 1053282, 986912]"
1326,1638,"[854754, 911470, 10457044, 1037332, 920844]"
1327,1639,"[827683, 7409845, 1030093, 985234, 956125]"
1328,1640,"[9527327, 1110559, 1037840, 1075368, 12525270]"
1329,1641,"[6602697, 921836, 948832, 1048483, 1031083]"
1330,1642,"[970160, 848154, 973916, 1025650, 995852]"
1331,1643,"[6979753, 905809, 1035600, 1066893, 6464208]"
1332,1644,"[1138189, 923746, 943088, 1126899, 7166861]"
1333,1647,"[1092885, 981760, 1081177, 951590, 845208]"
1334,1648,"[985699, 1061220, 841266, 5591609, 898601]"
1335,1649,"[869728, 929726, 849003, 6391381, 1094924]"
1336,1650,"[854754, 991575, 6703789, 13039088, 1116050]"
1337,1651,"[954642, 7431408, 1135822, 6553571, 1114483]"
1338,1653,"[1010190, 870843, 12731543, 902377, 9396821]"
1339,1654,"[9553347, 7441303, 7442007, 856345, 1071302]"
1340,1656,"[986912, 6533362, 1133018, 1076056, 981760]"
1341,1657,"[1013291, 1075470, 839208, 873627, 1116635]"
1342,1658,"[841236, 906658, 1004270, 885290, 912004]"
1343,1659,"[897671, 6391173, 843929, 7409970, 983795]"
1344,1660,"[5570408, 1010051, 1075765, 9835960, 882308]"
1345,1661,"[1131133, 903800, 962615, 1084008, 1054539]"
1346,1662,"[880427, 826239, 837969, 993639, 13213470]"
1347,1663,"[855448, 983584, 1076875, 866540, 1092118]"
1348,1664,"[1048208, 868764, 13213552, 935993, 867309]"
1349,1665,"[1013999, 1009821, 1134143, 937406, 1083787]"
1350,1666,"[889649, 994685, 1058021, 1076516, 1121656]"
1351,1667,"[12731432, 9835619, 833458, 1070719, 1089066]"
1352,1668,"[946788, 1062854, 906658, 894439, 1087986]"
1353,1671,"[992010, 983278, 858439, 9483753, 981591]"
1354,1672,"[1086483, 1096066, 1035207, 985605, 6544219]"
1355,1673,"[1036501, 845196, 6039859, 1016377, 972665]"
1356,1676,"[1053403, 888586, 1011926, 1026258, 873887]"
1357,1677,"[888054, 1135971, 862318, 1082454, 901460]"
1358,1678,"[842423, 873324, 983106, 1059153, 1089568]"
1359,1679,"[995242, 1138189, 832678, 1073506, 1133018]"
1360,1680,"[1006649, 869728, 10355937, 13672065, 962588]"
1361,1681,"[901776, 982755, 1054567, 1024329, 9419443]"
1362,1683,"[5574377, 877662, 1110111, 9803819, 9527323]"
1363,1684,"[9881593, 1118235, 8019902, 1010870, 827683]"
1364,1685,"[8181555, 1016274, 1049735, 888054, 1100975]"
1365,1686,"[8359154, 953539, 909472, 1017325, 887962]"
1366,1687,"[985386, 1009567, 1010079, 823099, 1042765]"
1367,1688,"[1061220, 947798, 1037840, 964968, 1021116]"
1368,1689,"[858514, 835300, 9881948, 1134175, 900598]"
1369,1690,"[908145, 833458, 6534077, 834103, 889649]"
1370,1691,"[1067695, 5574377, 10198378, 922753, 932949]"
1371,1692,"[1052155, 9527417, 8359154, 1093603, 1015474]"
1372,1693,"[5592610, 838712, 6391381, 1019028, 1083043]"
1373,1694,"[1063578, 1138292, 977499, 831296, 897409]"
1374,1695,"[7442007, 12692328, 1088910, 825208, 9653535]"
1375,1697,"[993838, 1085295, 9527327, 965292, 15972298]"
1376,1698,"[902377, 932854, 1104649, 1102928, 12731470]"
